,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.06.11,21350.0,300.0,21050.0,21550.0,21050.0,110374.0
1,2021.06.10,21050.0,150.0,20900.0,21450.0,20850.0,268603.0
2,2021.06.09,20900.0,200.0,21200.0,21250.0,20900.0,172916.0
3,2021.06.08,21100.0,400.0,21500.0,21700.0,21050.0,290030.0
4,2021.06.07,21500.0,600.0,20900.0,21500.0,20900.0,346024.0
5,2021.06.04,20900.0,0.0,21050.0,21300.0,20850.0,392855.0
6,2021.06.03,20900.0,250.0,21150.0,21250.0,20800.0,445860.0
7,2021.06.02,21150.0,1600.0,20950.0,21400.0,20350.0,1728441.0
8,2021.06.01,22750.0,700.0,22050.0,22750.0,22050.0,185650.0
9,2021.05.31,22050.0,300.0,22250.0,22550.0,21850.0,227798.0
10,2021.05.28,22350.0,500.0,23100.0,23150.0,22250.0,311266.0
11,2021.05.27,22850.0,50.0,22850.0,23450.0,22850.0,314037.0
12,2021.05.26,22800.0,1050.0,21750.0,23000.0,21750.0,314662.0
13,2021.05.25,21750.0,200.0,21550.0,21900.0,21550.0,120403.0
14,2021.05.24,21550.0,300.0,21650.0,21850.0,21300.0,157662.0
15,2021.05.21,21850.0,50.0,22050.0,22500.0,21550.0,290713.0
16,2021.05.20,21800.0,400.0,21350.0,21800.0,21000.0,201359.0
17,2021.05.18,21400.0,100.0,21300.0,21600.0,21100.0,198917.0
18,2021.05.17,21300.0,600.0,20950.0,21450.0,20750.0,285216.0
19,2021.05.14,20700.0,100.0,20650.0,20950.0,20650.0,241196.0
20,2021.05.13,20600.0,350.0,20500.0,21000.0,20500.0,408894.0
21,2021.05.12,20950.0,350.0,21400.0,21600.0,20750.0,615865.0
22,2021.05.11,21300.0,2600.0,23900.0,24250.0,19350.0,4111470.0
23,2021.05.10,23900.0,900.0,23250.0,24000.0,22850.0,269861.0
24,2021.05.07,23000.0,350.0,22800.0,23350.0,22600.0,183823.0
25,2021.05.06,22650.0,250.0,22250.0,22750.0,22200.0,122254.0
26,2021.05.04,22400.0,100.0,22200.0,22650.0,22050.0,217254.0
27,2021.05.03,22300.0,700.0,22850.0,23000.0,22200.0,262470.0
28,2021.04.30,23000.0,0.0,23150.0,23400.0,22800.0,204847.0
29,2021.04.29,23000.0,200.0,23200.0,23550.0,22800.0,266672.0
