,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.06.11,30850.0,150.0,30700.0,31000.0,30600.0,26159.0
1,2021.06.10,30700.0,400.0,31150.0,31150.0,30550.0,154715.0
2,2021.06.09,31100.0,350.0,30650.0,31350.0,30600.0,119718.0
3,2021.06.08,30750.0,300.0,30650.0,31500.0,30650.0,152908.0
4,2021.06.07,31050.0,500.0,30600.0,31150.0,30250.0,138498.0
5,2021.06.04,30550.0,550.0,30900.0,31100.0,30400.0,152957.0
6,2021.06.03,31100.0,250.0,30850.0,31600.0,30400.0,198270.0
7,2021.06.02,30850.0,550.0,30050.0,31500.0,30050.0,245778.0
8,2021.06.01,30300.0,350.0,29950.0,30500.0,29900.0,96511.0
9,2021.05.31,29950.0,200.0,30150.0,30400.0,29900.0,119151.0
10,2021.05.28,30150.0,200.0,30000.0,30400.0,29950.0,69319.0
11,2021.05.27,29950.0,700.0,30500.0,30600.0,29950.0,170106.0
12,2021.05.26,30650.0,200.0,30850.0,31400.0,30500.0,112686.0
13,2021.05.25,30850.0,900.0,29850.0,31250.0,29850.0,158066.0
14,2021.05.24,29950.0,50.0,29900.0,30150.0,29900.0,66890.0
15,2021.05.21,30000.0,100.0,30000.0,30400.0,29850.0,110872.0
16,2021.05.20,29900.0,250.0,30000.0,30250.0,29850.0,124055.0
17,2021.05.18,30150.0,0.0,30700.0,30700.0,30150.0,91557.0
18,2021.05.17,30150.0,250.0,30500.0,30700.0,30000.0,95764.0
19,2021.05.14,30400.0,550.0,30950.0,31050.0,30200.0,163287.0
20,2021.05.13,30950.0,50.0,30100.0,31150.0,30100.0,144148.0
21,2021.05.12,31000.0,300.0,31400.0,31450.0,30550.0,115220.0
22,2021.05.11,31300.0,500.0,31800.0,31900.0,30950.0,136406.0
23,2021.05.10,31800.0,850.0,31000.0,32000.0,31000.0,203700.0
24,2021.05.07,30950.0,500.0,30450.0,30950.0,30350.0,98195.0
25,2021.05.06,30450.0,350.0,30500.0,30700.0,30100.0,102718.0
26,2021.05.04,30100.0,50.0,29600.0,30650.0,29600.0,205358.0
27,2021.05.03,30050.0,1400.0,31450.0,31450.0,29850.0,293999.0
28,2021.04.30,31450.0,500.0,31600.0,32000.0,31150.0,155946.0
29,2021.04.29,31950.0,100.0,32000.0,32500.0,31600.0,105846.0
30,2021.04.28,32050.0,350.0,32300.0,32650.0,31650.0,133423.0
31,2021.04.27,32400.0,150.0,32700.0,32700.0,32050.0,80803.0
32,2021.04.26,32550.0,600.0,31950.0,32700.0,31950.0,133958.0
33,2021.04.23,31950.0,200.0,32100.0,32200.0,31650.0,174977.0
34,2021.04.22,32150.0,300.0,32550.0,32800.0,31700.0,218253.0
35,2021.04.21,32450.0,1000.0,33300.0,34300.0,32350.0,295296.0
36,2021.04.20,33450.0,1450.0,32100.0,33800.0,32000.0,288184.0
37,2021.04.19,32000.0,400.0,31600.0,32250.0,31300.0,153893.0
38,2021.04.16,31600.0,350.0,31950.0,31950.0,31550.0,138383.0
39,2021.04.15,31950.0,350.0,32300.0,32400.0,31850.0,118384.0
40,2021.04.14,32300.0,150.0,31950.0,32400.0,31950.0,96011.0
41,2021.04.13,32150.0,150.0,31950.0,32650.0,31850.0,107620.0
42,2021.04.12,32000.0,300.0,31700.0,32350.0,31200.0,139579.0
43,2021.04.09,31700.0,50.0,31600.0,31850.0,31550.0,84261.0
44,2021.04.08,31750.0,200.0,31900.0,32000.0,31450.0,97285.0
45,2021.04.07,31950.0,50.0,31900.0,32350.0,31200.0,114120.0
