,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.06.22,33050.0,50.0,33300.0,33400.0,33000.0,102011.0
1,2021.06.21,33100.0,300.0,33400.0,33700.0,33000.0,152695.0
2,2021.06.18,33400.0,50.0,33600.0,33750.0,33350.0,96118.0
3,2021.06.17,33350.0,350.0,33450.0,33850.0,33200.0,142378.0
4,2021.06.16,33700.0,50.0,33850.0,34100.0,33500.0,131326.0
5,2021.06.15,33750.0,650.0,34450.0,34750.0,33650.0,189635.0
6,2021.06.14,34400.0,350.0,34050.0,34800.0,34000.0,161002.0
7,2021.06.11,34050.0,300.0,34200.0,34800.0,34050.0,290305.0
8,2021.06.10,33750.0,350.0,33400.0,34400.0,33200.0,199680.0
9,2021.06.09,33400.0,200.0,33650.0,34000.0,33300.0,142280.0
10,2021.06.08,33600.0,150.0,33550.0,34100.0,33550.0,140231.0
11,2021.06.07,33750.0,0.0,33750.0,34150.0,33150.0,268899.0
12,2021.06.04,33750.0,200.0,33900.0,34150.0,33400.0,153574.0
13,2021.06.03,33950.0,650.0,33300.0,34350.0,33300.0,225831.0
14,2021.06.02,33300.0,950.0,34450.0,34450.0,33200.0,354830.0
15,2021.06.01,34250.0,0.0,34450.0,34550.0,34050.0,150725.0
16,2021.05.31,34250.0,400.0,34850.0,35050.0,34200.0,205536.0
17,2021.05.28,34650.0,250.0,34900.0,35100.0,34550.0,176621.0
18,2021.05.27,34900.0,300.0,34800.0,35200.0,34100.0,238600.0
19,2021.05.26,34600.0,100.0,34250.0,35050.0,34250.0,193923.0
20,2021.05.25,34500.0,300.0,34950.0,35150.0,34450.0,332861.0
21,2021.05.24,34800.0,2500.0,36200.0,36300.0,33850.0,820119.0
22,2021.05.21,37300.0,400.0,37700.0,41500.0,37250.0,3849365.0
23,2021.05.20,37700.0,1100.0,38500.0,38700.0,37600.0,224153.0
24,2021.05.18,38800.0,700.0,36700.0,39050.0,36700.0,345327.0
25,2021.05.17,38100.0,1500.0,36600.0,38300.0,36500.0,358664.0
26,2021.05.14,36600.0,250.0,37300.0,38950.0,35300.0,710682.0
27,2021.05.13,36850.0,1600.0,38350.0,39150.0,36550.0,423018.0
28,2021.05.12,38450.0,1350.0,37750.0,39350.0,37600.0,610202.0
29,2021.05.11,39800.0,400.0,39550.0,40150.0,38600.0,502742.0
30,2021.05.10,40200.0,2600.0,38400.0,40200.0,38050.0,796143.0
31,2021.05.07,37600.0,750.0,37100.0,38700.0,37100.0,359951.0
32,2021.05.06,36850.0,700.0,36200.0,37500.0,36150.0,293495.0
33,2021.05.04,36150.0,400.0,36150.0,36950.0,35100.0,324752.0
34,2021.05.03,36550.0,50.0,39300.0,40550.0,36500.0,1125785.0
35,2021.04.30,36600.0,450.0,36950.0,38000.0,35900.0,478688.0
36,2021.04.29,37050.0,1250.0,37950.0,38450.0,37000.0,322684.0
37,2021.04.28,38300.0,1600.0,40050.0,40050.0,37800.0,509219.0
38,2021.04.27,39900.0,100.0,39900.0,41200.0,39550.0,412561.0
39,2021.04.26,39800.0,50.0,39750.0,40350.0,39450.0,220816.0
40,2021.04.23,39750.0,200.0,39300.0,40300.0,39100.0,245572.0
41,2021.04.22,39550.0,300.0,40100.0,40200.0,39250.0,266384.0
42,2021.04.21,39850.0,550.0,40500.0,40850.0,39550.0,405823.0
43,2021.04.20,40400.0,350.0,40950.0,41150.0,40200.0,393670.0
44,2021.04.19,40750.0,400.0,40300.0,41550.0,39300.0,958070.0
45,2021.04.16,40350.0,350.0,39400.0,41400.0,38100.0,1539286.0
46,2021.04.15,40000.0,2150.0,37850.0,41200.0,37400.0,3580475.0
47,2021.04.14,37850.0,150.0,37600.0,38250.0,37500.0,320109.0
48,2021.04.13,38000.0,800.0,37650.0,38450.0,36600.0,620198.0
49,2021.04.12,37200.0,1450.0,35900.0,37400.0,35850.0,667866.0
50,2021.04.09,35750.0,2650.0,33350.0,38700.0,33250.0,2491582.0
51,2021.04.08,33100.0,150.0,32800.0,33450.0,32550.0,130193.0
52,2021.04.07,32950.0,400.0,32250.0,33400.0,32150.0,248486.0
53,2021.04.06,32550.0,1200.0,33000.0,33300.0,32550.0,306687.0
54,2021.04.05,33750.0,650.0,34400.0,34400.0,33550.0,204221.0
55,2021.04.02,34400.0,300.0,34750.0,35300.0,34400.0,169895.0
56,2021.04.01,34700.0,150.0,34900.0,34950.0,34400.0,151302.0
57,2021.03.31,34850.0,600.0,35400.0,35450.0,34650.0,163123.0
58,2021.03.30,35450.0,150.0,35600.0,36000.0,35300.0,141001.0
59,2021.03.29,35600.0,350.0,35250.0,36400.0,35100.0,186939.0
60,2021.03.26,35250.0,100.0,35700.0,35700.0,35150.0,147830.0
61,2021.03.25,35350.0,1300.0,36200.0,36600.0,35300.0,260780.0
62,2021.03.24,36650.0,950.0,35300.0,36900.0,35100.0,251049.0
63,2021.03.23,35700.0,1350.0,37050.0,37250.0,35500.0,222764.0
64,2021.03.22,37050.0,0.0,37400.0,37450.0,36700.0,195106.0
65,2021.03.19,37050.0,150.0,36350.0,37400.0,36150.0,259709.0
66,2021.03.18,36900.0,700.0,37500.0,37650.0,36550.0,439217.0
67,2021.03.17,36200.0,1250.0,34950.0,36400.0,34650.0,431429.0
68,2021.03.16,34950.0,950.0,34200.0,35550.0,34050.0,362921.0
