,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.06.22,23850.0,200.0,23950.0,24500.0,23750.0,241572.0
1,2021.06.21,23650.0,750.0,24000.0,24600.0,23550.0,326704.0
2,2021.06.18,24400.0,650.0,24000.0,25100.0,23950.0,959314.0
3,2021.06.17,23750.0,150.0,23650.0,24200.0,23400.0,468013.0
4,2021.06.16,23600.0,300.0,23900.0,23900.0,23400.0,377639.0
5,2021.06.15,23900.0,300.0,23950.0,24350.0,23700.0,309776.0
6,2021.06.14,24200.0,400.0,23950.0,24700.0,23900.0,319421.0
7,2021.06.11,23800.0,50.0,23900.0,24300.0,23500.0,285787.0
8,2021.06.10,23850.0,600.0,24450.0,24700.0,23850.0,357519.0
9,2021.06.09,24450.0,350.0,24150.0,24850.0,24150.0,236892.0
10,2021.06.08,24100.0,600.0,24550.0,24750.0,24050.0,214311.0
11,2021.06.07,24700.0,0.0,24750.0,24800.0,24200.0,197608.0
12,2021.06.04,24700.0,50.0,24450.0,25000.0,24250.0,314840.0
13,2021.06.03,24750.0,800.0,25450.0,25450.0,24450.0,431955.0
14,2021.06.02,25550.0,0.0,25600.0,25700.0,24850.0,256643.0
15,2021.06.01,25550.0,750.0,26200.0,26600.0,25100.0,366487.0
16,2021.05.31,26300.0,250.0,26500.0,26600.0,25600.0,280877.0
17,2021.05.28,26550.0,1050.0,26050.0,27300.0,26000.0,710518.0
18,2021.05.27,25500.0,1400.0,24700.0,26050.0,24650.0,817675.0
19,2021.05.26,24100.0,550.0,24700.0,24800.0,23750.0,467742.0
20,2021.05.25,24650.0,450.0,25050.0,25400.0,24250.0,278718.0
21,2021.05.24,25100.0,700.0,24000.0,25450.0,23650.0,542580.0
22,2021.05.21,24400.0,1100.0,25800.0,25950.0,23900.0,640949.0
23,2021.05.20,25500.0,150.0,25450.0,26050.0,24750.0,309095.0
24,2021.05.18,25350.0,300.0,25700.0,26600.0,25000.0,438556.0
25,2021.05.17,25650.0,1900.0,28300.0,28400.0,25500.0,859361.0
26,2021.05.14,27550.0,1900.0,25750.0,28000.0,24650.0,755666.0
27,2021.05.13,25650.0,1450.0,26300.0,27650.0,24650.0,681047.0
28,2021.05.12,27100.0,100.0,26900.0,27400.0,25700.0,504342.0
29,2021.05.11,27000.0,1050.0,26200.0,27350.0,25650.0,574228.0
30,2021.05.10,25950.0,1600.0,24400.0,27350.0,24350.0,949146.0
31,2021.05.07,24350.0,1100.0,23250.0,24850.0,23250.0,543495.0
32,2021.05.06,23250.0,100.0,23400.0,23700.0,22750.0,273000.0
33,2021.05.04,23350.0,850.0,22900.0,23350.0,21150.0,612463.0
