,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.03.22,51375.0,0.0,51410.0,51410.0,51325.0,6.0
1,2021.03.19,51375.0,100.0,51495.0,51495.0,51375.0,75.0
2,2021.03.18,51475.0,70.0,51450.0,51480.0,51450.0,46.0
3,2021.03.17,51405.0,40.0,51380.0,51410.0,51360.0,57.0
4,2021.03.16,51365.0,30.0,51385.0,51410.0,51365.0,39.0
5,2021.03.15,51335.0,20.0,51315.0,51365.0,51300.0,37.0
6,2021.03.12,51315.0,45.0,51300.0,51335.0,51290.0,21.0
7,2021.03.11,51270.0,10.0,51250.0,51305.0,51250.0,16.0
8,2021.03.10,51260.0,30.0,51200.0,51260.0,51175.0,555.0
9,2021.03.09,51230.0,85.0,51285.0,51285.0,51220.0,16.0
10,2021.03.08,51315.0,45.0,51360.0,51365.0,51300.0,137.0
11,2021.03.05,51360.0,25.0,51405.0,51420.0,51360.0,506.0
12,2021.03.04,51335.0,15.0,51345.0,51360.0,51330.0,40.0
13,2021.03.03,51350.0,5.0,51310.0,51350.0,51310.0,24.0
14,2021.03.02,51355.0,20.0,51320.0,51355.0,51295.0,78.0
15,2021.02.26,51335.0,50.0,51295.0,51340.0,51295.0,35.0
16,2021.02.25,51285.0,40.0,51250.0,51290.0,51245.0,505.0
17,2021.02.24,51245.0,20.0,51280.0,51285.0,51245.0,6.0
18,2021.02.23,51265.0,20.0,51260.0,51265.0,51260.0,38.0
19,2021.02.22,51285.0,15.0,51280.0,51290.0,51270.0,134.0
20,2021.02.19,51270.0,35.0,51255.0,51270.0,51230.0,8.0
21,2021.02.18,51235.0,20.0,51240.0,51240.0,51235.0,6.0
22,2021.02.17,51255.0,15.0,51280.0,51280.0,51255.0,6.0
23,2021.02.16,51240.0,5.0,51245.0,51250.0,51240.0,6.0
24,2021.02.15,51245.0,70.0,51230.0,51245.0,51225.0,6.0
25,2021.02.10,51175.0,35.0,51175.0,51180.0,51160.0,37.0
26,2021.02.09,51210.0,10.0,51210.0,51220.0,51210.0,6.0
27,2021.02.08,51200.0,20.0,51175.0,51200.0,51175.0,9.0
28,2021.02.05,51180.0,10.0,51160.0,51190.0,51155.0,6.0
29,2021.02.04,51170.0,40.0,51150.0,51170.0,51150.0,6.0
30,2021.02.03,51130.0,20.0,51130.0,51135.0,51130.0,7.0
31,2021.02.02,51110.0,5.0,51140.0,51140.0,51110.0,6.0
32,2021.02.01,51105.0,15.0,51090.0,51105.0,51085.0,48.0
33,2021.01.29,51120.0,15.0,51110.0,51120.0,51110.0,5.0
34,2021.01.28,51105.0,20.0,51080.0,51115.0,51080.0,7.0
35,2021.01.27,51085.0,15.0,51075.0,51085.0,51065.0,5.0
36,2021.01.26,51070.0,20.0,51085.0,51085.0,51070.0,6.0
37,2021.01.25,51090.0,5.0,51090.0,51090.0,51080.0,10.0
38,2021.01.22,51085.0,25.0,51075.0,51085.0,51075.0,6.0
39,2021.01.21,51060.0,10.0,51055.0,51060.0,51055.0,10.0
40,2021.01.20,51050.0,10.0,51060.0,51060.0,51045.0,9.0
41,2021.01.19,51060.0,20.0,51070.0,51070.0,51035.0,14.0
42,2021.01.18,51040.0,45.0,51055.0,51080.0,51035.0,50.0
43,2021.01.15,51085.0,10.0,51075.0,51085.0,51060.0,6.0
44,2021.01.14,51075.0,40.0,51060.0,51085.0,51060.0,15.0
45,2021.01.13,51035.0,40.0,51040.0,51050.0,51025.0,36.0
46,2021.01.12,51075.0,50.0,51070.0,51080.0,51070.0,6.0
47,2021.01.11,51025.0,55.0,51080.0,51080.0,51025.0,30.0
48,2021.01.08,51080.0,5.0,51075.0,51085.0,51075.0,8.0
49,2021.01.07,51075.0,15.0,51085.0,51085.0,51070.0,7.0
50,2021.01.06,51090.0,35.0,51065.0,51090.0,51065.0,6.0
51,2021.01.05,51055.0,10.0,51070.0,51070.0,51035.0,25.0
52,2021.01.04,51045.0,80.0,51020.0,51045.0,51020.0,25.0
