,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.03.22,103175.0,70.0,103140.0,103175.0,103065.0,116.0
1,2021.03.19,103105.0,110.0,103110.0,103125.0,103075.0,9.0
2,2021.03.18,103215.0,115.0,103125.0,103215.0,103125.0,16.0
3,2021.03.17,103100.0,0.0,103085.0,103115.0,103085.0,6.0
4,2021.03.16,103100.0,210.0,103085.0,103100.0,103035.0,7.0
5,2021.03.15,102890.0,115.0,102860.0,102925.0,102820.0,103.0
6,2021.03.12,103005.0,110.0,103115.0,103115.0,102985.0,142.0
7,2021.03.11,103115.0,90.0,103180.0,103180.0,103115.0,22.0
8,2021.03.10,103025.0,40.0,103040.0,103065.0,103025.0,6.0
9,2021.03.09,102985.0,245.0,103120.0,103120.0,102895.0,577.0
10,2021.03.08,103230.0,135.0,103370.0,103370.0,103215.0,11.0
11,2021.03.05,103365.0,20.0,103390.0,103415.0,103355.0,9.0
12,2021.03.04,103385.0,85.0,103380.0,103450.0,103375.0,326.0
13,2021.03.03,103470.0,10.0,103470.0,103480.0,103450.0,6.0
14,2021.03.02,103460.0,65.0,103370.0,103470.0,103370.0,136.0
15,2021.02.26,103395.0,105.0,103375.0,103430.0,103265.0,358.0
16,2021.02.25,103500.0,110.0,103475.0,103500.0,103375.0,275.0
17,2021.02.24,103390.0,50.0,103430.0,103430.0,103385.0,37.0
18,2021.02.23,103340.0,50.0,103350.0,103375.0,103335.0,50.0
19,2021.02.22,103390.0,75.0,103440.0,103440.0,103375.0,258.0
20,2021.02.19,103465.0,15.0,103505.0,103505.0,103420.0,9.0
21,2021.02.18,103480.0,25.0,103510.0,103510.0,103480.0,30.0
22,2021.02.17,103455.0,20.0,103405.0,103460.0,103390.0,43.0
23,2021.02.16,103475.0,65.0,103480.0,103480.0,103440.0,456.0
24,2021.02.15,103410.0,20.0,103400.0,103425.0,103390.0,26.0
25,2021.02.10,103430.0,35.0,103385.0,103430.0,103355.0,75.0
26,2021.02.09,103395.0,15.0,103440.0,103440.0,103390.0,193.0
27,2021.02.08,103410.0,35.0,103445.0,103445.0,103370.0,347.0
28,2021.02.05,103375.0,80.0,103445.0,103445.0,103375.0,164.0
29,2021.02.04,103455.0,5.0,103450.0,103455.0,103430.0,96.0
30,2021.02.03,103450.0,80.0,103430.0,103455.0,103430.0,11.0
