,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.05.11,108695.0,5.0,108700.0,108700.0,108695.0,46.0
1,2021.05.10,108690.0,0.0,108690.0,108700.0,108685.0,1001.0
2,2021.05.07,108690.0,20.0,108680.0,108690.0,108670.0,629.0
3,2021.05.06,108670.0,10.0,108655.0,108670.0,108655.0,2032.0
4,2021.05.04,108660.0,0.0,108655.0,108665.0,108645.0,1550.0
5,2021.05.03,108660.0,0.0,108655.0,108665.0,108645.0,921.0
6,2021.04.30,108660.0,10.0,108665.0,108670.0,108640.0,432.0
7,2021.04.29,108670.0,10.0,108665.0,108670.0,108655.0,515.0
8,2021.04.28,108660.0,10.0,108665.0,108680.0,108655.0,625.0
9,2021.04.27,108670.0,20.0,108655.0,108670.0,108645.0,902.0
10,2021.04.26,108650.0,10.0,108655.0,108660.0,108640.0,1182.0
11,2021.04.23,108660.0,0.0,108660.0,108670.0,108635.0,584.0
12,2021.04.22,108660.0,15.0,108645.0,108660.0,108645.0,681.0
13,2021.04.21,108645.0,15.0,108635.0,108655.0,108630.0,804.0
14,2021.04.20,108630.0,0.0,108635.0,108640.0,108620.0,1735.0
15,2021.04.19,108630.0,15.0,108615.0,108635.0,108615.0,1433.0
16,2021.04.16,108615.0,10.0,108620.0,108630.0,108610.0,767.0
17,2021.04.15,108605.0,25.0,108640.0,108650.0,108605.0,696.0
18,2021.04.14,108630.0,20.0,108615.0,108640.0,108615.0,707.0
19,2021.04.13,108610.0,5.0,108605.0,108620.0,108595.0,710.0
20,2021.04.12,108605.0,10.0,108590.0,108615.0,108590.0,768.0
21,2021.04.09,108595.0,0.0,108535.0,108600.0,108535.0,1629.0
22,2021.04.08,108595.0,20.0,108575.0,108595.0,108575.0,617.0
23,2021.04.07,108575.0,20.0,108560.0,108580.0,108555.0,473.0
24,2021.04.06,108555.0,15.0,108540.0,108565.0,108540.0,762.0
25,2021.04.05,108540.0,15.0,108560.0,108560.0,108530.0,1668.0
26,2021.04.02,108555.0,0.0,108560.0,108575.0,108555.0,1477.0
27,2021.04.01,108555.0,5.0,108545.0,108565.0,108540.0,603.0
28,2021.03.31,108550.0,5.0,108545.0,108565.0,108545.0,516.0
29,2021.03.30,108545.0,5.0,108545.0,108555.0,108535.0,451.0
30,2021.03.29,108550.0,5.0,108545.0,108555.0,108540.0,1185.0
31,2021.03.26,108545.0,5.0,108540.0,108555.0,108540.0,616.0
32,2021.03.25,108540.0,10.0,108525.0,108540.0,108515.0,488.0
33,2021.03.24,108530.0,10.0,108520.0,108535.0,108515.0,1113.0
34,2021.03.23,108520.0,5.0,108520.0,108530.0,108515.0,601.0
35,2021.03.22,108515.0,20.0,108510.0,108520.0,108495.0,995.0
36,2021.03.19,108495.0,30.0,108515.0,108515.0,108495.0,650.0
37,2021.03.18,108525.0,15.0,108510.0,108535.0,108510.0,803.0
38,2021.03.17,108510.0,10.0,108490.0,108515.0,108490.0,588.0
39,2021.03.16,108500.0,15.0,108465.0,108500.0,108465.0,820.0
40,2021.03.15,108485.0,15.0,108475.0,108490.0,108465.0,676.0
41,2021.03.12,108470.0,0.0,108475.0,108500.0,108455.0,29947.0
42,2021.03.11,108470.0,15.0,108485.0,108510.0,108470.0,3502.0
