,날짜,종가,전일비,시가,고가,저가,거래량
0,2021.03.29,8670.0,40.0,8560.0,8675.0,8535.0,2835.0
1,2021.03.26,8630.0,85.0,8620.0,8675.0,8605.0,5076.0
2,2021.03.25,8545.0,105.0,8380.0,8590.0,8380.0,2480.0
3,2021.03.24,8440.0,80.0,8550.0,8550.0,8405.0,1954.0
4,2021.03.23,8520.0,70.0,8660.0,8660.0,8500.0,2494.0
5,2021.03.22,8590.0,70.0,8515.0,8615.0,8470.0,6906.0
6,2021.03.19,8520.0,20.0,8570.0,8575.0,8480.0,2416.0
7,2021.03.18,8500.0,40.0,8620.0,8620.0,8415.0,2548.0
8,2021.03.17,8540.0,25.0,8485.0,8555.0,8470.0,2486.0
9,2021.03.16,8565.0,5.0,8460.0,8600.0,8460.0,3787.0
10,2021.03.15,8560.0,55.0,8645.0,8645.0,8495.0,3493.0
11,2021.03.12,8505.0,60.0,8480.0,8510.0,8405.0,13000.0
12,2021.03.11,8565.0,65.0,8630.0,8680.0,8515.0,19367.0
13,2021.03.10,8500.0,90.0,8405.0,8535.0,8385.0,6258.0
14,2021.03.09,8590.0,190.0,8500.0,8620.0,8475.0,18653.0
15,2021.03.08,8400.0,205.0,8270.0,8410.0,8255.0,10802.0
16,2021.03.05,8195.0,50.0,8150.0,8270.0,8140.0,10354.0
17,2021.03.04,8145.0,5.0,8115.0,8205.0,8070.0,6187.0
18,2021.03.03,8150.0,140.0,8000.0,8150.0,7975.0,2037.0
19,2021.03.02,8010.0,170.0,8030.0,8070.0,7965.0,3781.0
20,2021.02.26,7840.0,220.0,8010.0,8010.0,7835.0,15692.0
21,2021.02.25,8060.0,180.0,7945.0,8080.0,7945.0,7510.0
22,2021.02.24,7880.0,80.0,7960.0,8050.0,7875.0,7995.0
23,2021.02.23,7960.0,30.0,8005.0,8005.0,7900.0,1340.0
24,2021.02.22,7930.0,5.0,7940.0,8010.0,7925.0,2357.0
25,2021.02.19,7925.0,65.0,7945.0,7945.0,7755.0,3147.0
26,2021.02.18,7860.0,170.0,8040.0,8040.0,7860.0,3225.0
27,2021.02.17,8030.0,60.0,7995.0,8035.0,7950.0,10175.0
28,2021.02.16,7970.0,20.0,7980.0,7980.0,7885.0,7878.0
29,2021.02.15,7990.0,45.0,7970.0,8070.0,7965.0,3777.0
30,2021.02.10,7945.0,35.0,7890.0,7960.0,7870.0,9209.0
31,2021.02.09,7910.0,50.0,7990.0,8000.0,7860.0,3948.0
32,2021.02.08,7960.0,175.0,7875.0,7985.0,7785.0,3231.0
33,2021.02.05,7785.0,175.0,7600.0,7785.0,7600.0,3789.0
34,2021.02.04,7610.0,95.0,7665.0,7725.0,7545.0,2548.0
35,2021.02.03,7705.0,35.0,7850.0,7850.0,7640.0,4289.0
36,2021.02.02,7670.0,10.0,7645.0,7765.0,7640.0,967.0
37,2021.02.01,7660.0,260.0,7375.0,7685.0,7375.0,5514.0
38,2021.01.29,7400.0,215.0,7630.0,7700.0,7370.0,16679.0
39,2021.01.28,7615.0,220.0,7770.0,7770.0,7605.0,3952.0
40,2021.01.27,7835.0,30.0,7880.0,7900.0,7815.0,1794.0
41,2021.01.26,7865.0,150.0,7985.0,7985.0,7810.0,4202.0
42,2021.01.25,8015.0,30.0,7900.0,8030.0,7900.0,2872.0
43,2021.01.22,7985.0,115.0,8045.0,8060.0,7985.0,4509.0
44,2021.01.21,8100.0,5.0,8140.0,8140.0,8045.0,589.0
45,2021.01.20,8105.0,60.0,8150.0,8150.0,8045.0,1264.0
46,2021.01.19,8165.0,75.0,8070.0,8200.0,8055.0,845.0
47,2021.01.18,8090.0,165.0,8220.0,8220.0,8015.0,5686.0
48,2021.01.15,8255.0,190.0,8495.0,8495.0,8210.0,2562.0
49,2021.01.14,8445.0,10.0,8455.0,8490.0,8415.0,3420.0
50,2021.01.13,8455.0,160.0,8400.0,8525.0,8360.0,12493.0
51,2021.01.12,8295.0,50.0,8245.0,8370.0,8175.0,4815.0
52,2021.01.11,8245.0,55.0,8440.0,8445.0,8120.0,5397.0
53,2021.01.08,8300.0,25.0,8375.0,8400.0,8220.0,4428.0
54,2021.01.07,8275.0,340.0,8080.0,8285.0,8080.0,5907.0
55,2021.01.06,7935.0,55.0,7830.0,8045.0,7830.0,1719.0
56,2021.01.05,7880.0,135.0,7745.0,7880.0,7665.0,7462.0
57,2021.01.04,7745.0,95.0,7850.0,7850.0,7690.0,2379.0
58,2020.12.30,7840.0,10.0,7810.0,7840.0,7720.0,928.0
59,2020.12.29,7830.0,20.0,7810.0,7885.0,7810.0,1363.0
60,2020.12.28,7810.0,15.0,7840.0,7880.0,7785.0,2849.0
61,2020.12.24,7795.0,105.0,7770.0,7795.0,7750.0,2268.0
62,2020.12.23,7690.0,10.0,7715.0,7715.0,7600.0,1551.0
63,2020.12.22,7700.0,20.0,7720.0,7795.0,7685.0,1304.0
64,2020.12.21,7720.0,15.0,7735.0,7735.0,7660.0,1655.0
65,2020.12.18,7735.0,25.0,7760.0,7760.0,7725.0,449.0
66,2020.12.17,7760.0,60.0,7805.0,7805.0,7670.0,815.0
67,2020.12.16,7820.0,20.0,7850.0,7850.0,7780.0,4775.0
68,2020.12.15,7800.0,30.0,7815.0,7815.0,7740.0,428.0
69,2020.12.14,7830.0,40.0,7835.0,7880.0,7815.0,5456.0
70,2020.12.11,7870.0,140.0,7800.0,7890.0,7800.0,6686.0
71,2020.12.10,7730.0,15.0,7745.0,7760.0,7630.0,5377.0
72,2020.12.09,7745.0,95.0,7665.0,7745.0,7665.0,2504.0
73,2020.12.08,7650.0,135.0,7785.0,7785.0,7635.0,2649.0
74,2020.12.07,7785.0,95.0,7850.0,7850.0,7685.0,2688.0
75,2020.12.04,7880.0,105.0,7775.0,7925.0,7775.0,1800.0
76,2020.12.03,7775.0,20.0,7900.0,7900.0,7730.0,8327.0
77,2020.12.02,7795.0,135.0,7710.0,7795.0,7690.0,2360.0
78,2020.12.01,7660.0,180.0,7540.0,7665.0,7540.0,9890.0
79,2020.11.30,7480.0,375.0,7815.0,7815.0,7480.0,2832.0
80,2020.11.27,7855.0,70.0,7890.0,7890.0,7805.0,8282.0
81,2020.11.26,7925.0,35.0,7925.0,7925.0,7790.0,5358.0
82,2020.11.25,7890.0,85.0,7890.0,7980.0,7835.0,2631.0
83,2020.11.24,7805.0,5.0,7810.0,7815.0,7760.0,2247.0
84,2020.11.23,7800.0,100.0,7665.0,7850.0,7660.0,4034.0
85,2020.11.20,7700.0,45.0,7695.0,7730.0,7655.0,2260.0
86,2020.11.19,7655.0,45.0,7660.0,7685.0,7610.0,4218.0
87,2020.11.18,7700.0,5.0,7715.0,7715.0,7615.0,1338.0
